customer_id,age,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,tech_support,online_security,paperless_billing,num_support_calls,satisfaction_score,churn
43513,51,71,One year,Fiber optic,Electronic check,119.75,8549.26,No,No,Yes,2,4.4,No
43514,55,48,Month-to-month,DSL,Credit card,35.61,1705.64,No,No,Yes,2,3.7,No
43515,60,9,Two year,Fiber optic,Mailed check,108.5,994.48,No,No,Yes,2,1.7,Yes
43516,72,28,Month-to-month,Fiber optic,Credit card,22.85,623.02,Yes,No,Yes,4,3.2,No
43517,74,48,Month-to-month,Fiber optic,Credit card,134.73,6375.15,No,Yes,No,1,3.0,Yes
43518,70,50,Month-to-month,Fiber optic,Electronic check,110.91,5612.5,No,No,Yes,0,1.0,Yes
43519,53,50,One year,DSL,Credit card,64.64,3229.1,No,No,No,0,3.8,No
43520,50,65,Month-to-month,No,Credit card,31.36,2019.98,Yes,Yes,No,1,3.4,Yes
43521,60,10,Month-to-month,No,Credit card,72.91,709.18,No,No,No,1,3.5,No
43522,33,71,Month-to-month,No,Electronic check,100.61,7123.57,Yes,No,No,3,5.0,No
43523,55,20,Month-to-month,Fiber optic,Bank transfer,108.64,2161.31,No,No,Yes,1,2.2,No
43524,28,49,Month-to-month,No,Electronic check,85.75,4193.8,No,No,Yes,3,4.0,Yes
43525,25,70,Two year,Fiber optic,Bank transfer,60.61,4285.21,Yes,Yes,No,2,5.0,No
43526,69,8,One year,DSL,Bank transfer,40.42,310.08,Yes,Yes,No,1,4.1,No
43527,18,42,Two year,Fiber optic,Credit card,46.96,2034.89,No,Yes,No,1,2.1,No
43528,31,37,Month-to-month,Fiber optic,Bank transfer,126.04,4684.44,No,Yes,Yes,3,3.0,No
43529,47,43,One year,No,Credit card,122.51,5252.65,Yes,Yes,Yes,3,2.2,Yes
43530,38,52,One year,Fiber optic,Bank transfer,83.47,4301.17,No,Yes,Yes,4,2.8,No
43531,38,59,Two year,No,Electronic check,125.26,7420.25,Yes,No,Yes,1,4.5,No
43532,51,25,Month-to-month,Fiber optic,Credit card,148.35,3765.03,No,No,Yes,1,2.6,No
43533,55,55,Month-to-month,Fiber optic,Electronic check,34.8,1976.16,No,Yes,Yes,3,3.8,No
43534,43,55,Month-to-month,DSL,Electronic check,54.67,2983.77,Yes,Yes,Yes,2,3.5,No
43535,58,45,Month-to-month,DSL,Bank transfer,116.53,5228.55,No,No,Yes,4,2.0,Yes
43536,31,19,Month-to-month,Fiber optic,Mailed check,116.8,2288.8,Yes,Yes,Yes,2,5.0,No
43537,71,36,Month-to-month,Fiber optic,Electronic check,63.77,2267.65,No,No,Yes,1,3.8,No
43538,57,35,Month-to-month,Fiber optic,Credit card,51.63,1772.21,Yes,No,No,2,3.3,No
43539,52,70,One year,DSL,Electronic check,27.79,1931.52,No,No,Yes,1,3.2,No
43540,59,42,Month-to-month,Fiber optic,Bank transfer,38.88,1580.75,Yes,No,No,2,1.4,Yes
43541,35,52,Month-to-month,DSL,Mailed check,133.64,6970.78,Yes,Yes,No,4,5.0,Yes
43542,37,55,Month-to-month,DSL,Mailed check,101.89,5561.5,Yes,Yes,Yes,3,2.5,Yes
43543,26,43,Two year,DSL,Credit card,111.86,4820.84,No,No,Yes,0,2.9,No
43544,58,66,Two year,Fiber optic,Bank transfer,29.19,2001.48,No,Yes,Yes,1,3.4,No
43545,68,34,Two year,Fiber optic,Electronic check,97.5,3344.31,No,No,No,6,4.1,No
43546,62,0,Two year,Fiber optic,Credit card,130.07,0.0,No,No,Yes,1,2.2,No
43547,50,41,Month-to-month,DSL,Credit card,18.17,742.6,No,No,No,4,5.0,No
43548,66,64,Month-to-month,DSL,Mailed check,34.9,2205.36,No,Yes,No,3,3.4,No
43549,21,25,One year,DSL,Bank transfer,16.77,389.68,No,No,Yes,1,1.4,No
43550,21,66,Month-to-month,DSL,Bank transfer,123.54,8178.28,No,No,No,3,4.2,No
43551,65,60,Month-to-month,No,Electronic check,35.2,2112.94,No,No,No,3,4.6,Yes
43552,33,44,One year,DSL,Credit card,30.48,1298.71,No,Yes,Yes,1,3.3,No
43553,64,32,Two year,Fiber optic,Credit card,33.45,1023.63,No,Yes,Yes,1,3.5,No
43554,43,57,Month-to-month,DSL,Electronic check,72.42,4116.37,Yes,No,Yes,1,4.8,No
43555,23,8,Month-to-month,Fiber optic,Electronic check,136.37,1099.85,Yes,No,Yes,2,1.5,Yes
43556,54,18,Month-to-month,No,Mailed check,46.14,793.84,No,No,Yes,1,1.0,No
43557,39,29,Month-to-month,Fiber optic,Mailed check,63.33,1774.8,Yes,No,No,2,4.0,No
43558,59,62,Month-to-month,DSL,Credit card,46.6,2914.49,No,No,No,0,1.8,No
43559,56,52,One year,DSL,Electronic check,80.98,4115.86,No,Yes,Yes,3,4.6,No
43560,24,10,One year,DSL,Bank transfer,85.31,764.93,No,Yes,Yes,1,1.5,No
43561,59,25,Month-to-month,No,Mailed check,30.35,668.96,Yes,No,No,3,3.9,No
43562,47,25,Month-to-month,DSL,Credit card,149.18,3724.69,No,Yes,Yes,0,3.1,Yes
43563,27,13,Month-to-month,DSL,Credit card,144.03,1884.23,No,No,No,0,4.9,No
43564,74,15,Month-to-month,DSL,Bank transfer,66.46,997.97,No,No,Yes,3,2.6,No
43565,32,38,Two year,DSL,Bank transfer,113.08,4345.13,No,No,No,1,4.5,No
43566,23,29,One year,No,Electronic check,120.61,3456.8,Yes,No,Yes,3,5.0,No
43567,41,12,Month-to-month,DSL,Electronic check,132.82,1583.53,No,Yes,Yes,3,3.7,Yes
43568,19,64,Month-to-month,Fiber optic,Electronic check,62.47,3976.35,Yes,No,Yes,1,2.1,No
43569,57,1,Two year,Fiber optic,Electronic check,141.11,236.18,Yes,Yes,Yes,0,3.0,No
43570,74,22,Two year,DSL,Electronic check,43.67,970.68,No,Yes,No,1,1.5,Yes
43571,69,33,Month-to-month,Fiber optic,Bank transfer,146.47,4819.03,Yes,Yes,No,1,2.9,No
43572,32,64,Two year,No,Mailed check,61.42,3938.68,No,Yes,Yes,2,4.7,No
43573,70,41,One year,Fiber optic,Electronic check,28.5,1114.05,No,No,Yes,0,1.0,Yes
43574,38,41,Month-to-month,DSL,Bank transfer,28.82,1198.6,No,No,Yes,0,4.0,Yes
43575,35,68,Month-to-month,Fiber optic,Bank transfer,113.95,7769.89,Yes,No,Yes,2,1.7,No
43576,22,38,One year,Fiber optic,Credit card,53.72,2083.26,Yes,No,No,2,3.8,No
43577,42,21,Month-to-month,Fiber optic,Bank transfer,27.17,518.97,No,No,Yes,1,2.3,No
43578,53,34,Month-to-month,Fiber optic,Credit card,30.5,1066.17,No,Yes,Yes,2,4.3,No
43579,27,43,Month-to-month,No,Bank transfer,138.69,6003.94,Yes,No,Yes,0,2.0,Yes
43580,68,47,Two year,DSL,Credit card,38.79,1797.37,No,No,Yes,2,4.3,No
43581,63,49,Two year,DSL,Bank transfer,83.91,4166.77,No,No,Yes,1,2.0,No
43582,40,58,One year,Fiber optic,Bank transfer,143.52,8355.07,Yes,Yes,No,1,3.4,No
43583,41,32,One year,No,Credit card,98.99,3218.71,Yes,No,No,1,5.0,Yes
43584,62,15,One year,No,Electronic check,148.51,2221.69,No,Yes,No,1,5.0,No
43585,27,4,Month-to-month,DSL,Electronic check,62.17,230.32,No,No,Yes,2,5.0,No
43586,71,43,One year,DSL,Electronic check,127.75,5502.03,No,Yes,Yes,1,1.9,No
43587,23,13,Two year,No,Electronic check,51.12,627.14,Yes,Yes,Yes,0,1.7,No
43588,30,56,One year,No,Bank transfer,69.93,3957.44,Yes,Yes,No,3,3.7,No
43589,38,69,Month-to-month,DSL,Mailed check,53.16,3725.86,No,Yes,No,1,2.6,No
43590,49,46,Month-to-month,Fiber optic,Credit card,44.09,1991.38,Yes,Yes,No,1,2.1,No
43591,60,18,One year,DSL,Bank transfer,66.2,1338.56,Yes,No,Yes,4,2.7,Yes
43592,71,61,Two year,Fiber optic,Credit card,43.37,2634.9,Yes,No,Yes,1,1.6,No
43593,74,9,One year,DSL,Credit card,136.61,1266.47,No,No,Yes,1,2.1,No
43594,32,55,One year,Fiber optic,Bank transfer,70.55,3948.47,Yes,No,No,2,3.9,No
43595,19,10,Two year,DSL,Bank transfer,81.45,844.19,Yes,Yes,No,1,2.7,No
43596,32,6,Month-to-month,DSL,Credit card,113.68,679.0,Yes,No,No,0,3.7,No
43597,68,52,Month-to-month,Fiber optic,Credit card,129.27,6735.77,No,No,Yes,3,3.4,Yes
43598,34,67,Month-to-month,Fiber optic,Credit card,119.61,8038.81,No,Yes,No,2,3.8,No
43599,37,15,Month-to-month,Fiber optic,Electronic check,98.45,1471.13,Yes,No,No,1,3.8,Yes
43600,67,59,One year,Fiber optic,Electronic check,17.92,1064.15,No,No,Yes,0,2.7,Yes
43601,23,50,Month-to-month,Fiber optic,Mailed check,19.39,928.38,Yes,No,Yes,0,4.6,Yes
43602,32,8,Two year,DSL,Bank transfer,41.24,311.89,Yes,Yes,No,1,1.3,No
43603,34,48,Month-to-month,Fiber optic,Bank transfer,142.36,6867.31,No,Yes,No,2,2.5,Yes
43604,73,35,Month-to-month,DSL,Mailed check,70.62,2529.42,Yes,No,No,1,3.6,No
43605,43,8,Month-to-month,Fiber optic,Credit card,69.78,560.62,Yes,No,Yes,0,1.9,Yes
43606,39,31,Month-to-month,DSL,Credit card,88.88,2729.94,Yes,No,Yes,2,2.7,Yes
43607,26,56,Two year,Fiber optic,Credit card,84.04,4770.93,No,No,No,1,3.0,No
43608,29,56,Month-to-month,No,Credit card,93.68,5232.11,No,Yes,No,2,4.5,No
43609,39,43,Two year,DSL,Credit card,82.27,3429.73,Yes,Yes,Yes,1,3.7,No
43610,40,18,One year,Fiber optic,Electronic check,54.85,958.84,Yes,No,Yes,1,3.7,No
43611,54,42,Two year,DSL,Credit card,24.98,1110.28,Yes,Yes,No,1,2.9,No
43612,31,67,Month-to-month,Fiber optic,Mailed check,99.94,6733.8,No,Yes,No,2,5.0,No
43613,41,63,Two year,Fiber optic,Bank transfer,42.31,2641.17,No,No,Yes,3,4.2,No
43614,25,12,Month-to-month,No,Credit card,96.3,1204.7,No,Yes,Yes,0,3.7,No
43615,43,9,Month-to-month,DSL,Electronic check,106.68,961.43,Yes,No,Yes,0,3.6,No
43616,49,47,Month-to-month,Fiber optic,Credit card,64.55,3042.6,No,No,Yes,1,3.7,No
43617,74,19,One year,No,Credit card,94.6,1856.03,No,No,Yes,5,3.2,No
43618,45,5,Month-to-month,DSL,Electronic check,39.65,233.77,No,No,Yes,1,4.8,No
43619,49,43,Month-to-month,Fiber optic,Bank transfer,35.76,1511.91,Yes,Yes,Yes,0,2.6,No
43620,39,47,Month-to-month,DSL,Bank transfer,32.8,1588.16,Yes,No,No,0,5.0,No
43621,66,71,Two year,No,Mailed check,20.47,1498.5,Yes,Yes,Yes,2,5.0,No
43622,26,63,One year,DSL,Electronic check,95.71,5978.76,Yes,No,Yes,2,4.5,No
43623,20,28,Month-to-month,DSL,Mailed check,44.58,1205.54,Yes,Yes,No,2,2.2,No
43624,42,71,One year,DSL,Bank transfer,24.26,1705.51,No,No,No,3,2.2,No
43625,56,8,Two year,No,Bank transfer,109.43,938.22,Yes,Yes,No,0,3.7,No
43626,29,22,Two year,No,Electronic check,34.61,822.76,No,No,No,2,2.4,No
43627,46,54,Two year,Fiber optic,Mailed check,96.43,5135.43,Yes,Yes,Yes,2,2.9,Yes
43628,20,27,Month-to-month,No,Bank transfer,89.88,2432.21,No,No,Yes,1,3.2,No
43629,58,46,One year,Fiber optic,Bank transfer,116.46,5392.51,Yes,No,No,1,3.9,No
43630,63,14,Month-to-month,DSL,Mailed check,121.0,1715.41,Yes,No,Yes,2,5.0,No
43631,40,57,Month-to-month,Fiber optic,Electronic check,73.22,4132.91,No,Yes,Yes,0,2.7,No
43632,40,17,One year,Fiber optic,Mailed check,86.93,1575.6,Yes,Yes,Yes,0,3.2,No
43633,72,39,One year,Fiber optic,Bank transfer,58.47,2338.93,No,No,Yes,0,1.0,Yes
43634,35,17,Two year,No,Credit card,20.08,356.21,No,No,Yes,0,2.8,No
43635,28,6,Month-to-month,Fiber optic,Mailed check,16.52,48.49,No,No,Yes,0,1.0,Yes
43636,53,1,Month-to-month,Fiber optic,Mailed check,122.79,57.89,No,Yes,No,0,2.0,Yes
43637,43,50,Month-to-month,Fiber optic,Electronic check,33.02,1656.52,No,No,Yes,1,4.1,Yes
43638,25,34,Month-to-month,Fiber optic,Electronic check,99.65,3343.24,No,No,Yes,0,3.3,Yes
43639,45,9,Two year,DSL,Credit card,57.78,515.76,Yes,No,Yes,1,3.4,No
43640,35,19,Month-to-month,Fiber optic,Bank transfer,93.09,1779.74,Yes,No,Yes,2,4.6,No
43641,30,56,Month-to-month,DSL,Bank transfer,32.19,1820.7,No,Yes,No,0,3.4,No
43642,53,12,Month-to-month,Fiber optic,Mailed check,89.85,1072.93,Yes,No,No,0,4.9,No
43643,59,23,One year,Fiber optic,Credit card,18.91,411.16,No,Yes,Yes,0,3.4,No
43644,57,41,One year,DSL,Electronic check,93.0,3801.25,Yes,No,No,5,1.0,Yes
43645,61,62,Two year,No,Credit card,60.09,3689.01,Yes,Yes,No,0,2.8,No
43646,68,45,Month-to-month,DSL,Mailed check,49.92,2263.67,Yes,Yes,Yes,1,2.9,No
43647,29,60,One year,DSL,Electronic check,98.6,5930.81,Yes,No,No,2,3.4,No
43648,39,62,One year,Fiber optic,Electronic check,116.56,7164.21,No,No,Yes,1,1.9,No
43649,19,19,Month-to-month,Fiber optic,Mailed check,107.49,2004.43,No,No,Yes,1,3.0,No
43650,73,15,Two year,Fiber optic,Bank transfer,136.69,2115.61,Yes,No,No,3,2.4,No
43651,57,34,One year,Fiber optic,Credit card,23.01,867.43,No,Yes,Yes,2,3.4,Yes
43652,45,8,Month-to-month,Fiber optic,Credit card,62.88,444.79,Yes,Yes,No,2,3.2,No
43653,30,35,Two year,Fiber optic,Credit card,142.55,4978.06,Yes,Yes,No,0,4.4,No
43654,50,13,Two year,Fiber optic,Electronic check,87.5,1145.1,Yes,No,Yes,1,5.0,Yes
43655,20,42,Month-to-month,No,Electronic check,149.51,6225.77,Yes,No,No,2,3.1,No
43656,51,22,Month-to-month,Fiber optic,Mailed check,124.59,2710.91,No,No,No,0,2.9,Yes
43657,40,48,One year,DSL,Electronic check,58.19,2772.0,No,Yes,Yes,0,3.0,No
43658,72,0,Month-to-month,Fiber optic,Electronic check,98.59,4.96,Yes,No,No,1,5.0,No
43659,49,49,One year,Fiber optic,Electronic check,24.19,1155.5,Yes,No,Yes,3,3.0,No
43660,37,57,Month-to-month,Fiber optic,Mailed check,56.38,3177.97,No,No,Yes,2,4.1,No
43661,45,28,Month-to-month,DSL,Electronic check,135.33,3722.12,No,No,Yes,0,2.9,No
43662,25,1,Month-to-month,DSL,Credit card,125.73,94.65,No,No,No,1,5.0,No
43663,20,15,One year,No,Mailed check,143.61,2067.07,Yes,No,No,1,4.1,No
43664,47,26,Month-to-month,No,Electronic check,110.86,2851.31,Yes,No,Yes,2,4.2,Yes
43665,42,35,Month-to-month,Fiber optic,Mailed check,135.73,4757.06,Yes,No,Yes,2,4.2,No
43666,70,25,Month-to-month,DSL,Bank transfer,62.0,1565.75,No,No,Yes,1,3.4,No
43667,47,6,Month-to-month,Fiber optic,Bank transfer,33.93,214.27,No,No,No,2,2.5,Yes
43668,46,37,Month-to-month,DSL,Credit card,107.79,3978.54,No,Yes,No,0,1.2,No
43669,64,37,Month-to-month,Fiber optic,Electronic check,83.5,3117.37,Yes,Yes,Yes,2,3.1,Yes
43670,47,24,Two year,Fiber optic,Credit card,127.77,3074.56,Yes,Yes,Yes,0,3.8,No
43671,51,51,Month-to-month,DSL,Bank transfer,67.78,3423.2,Yes,No,Yes,0,3.0,No
43672,42,55,Month-to-month,DSL,Credit card,113.73,6142.38,No,Yes,Yes,1,4.4,Yes
43673,34,49,One year,DSL,Mailed check,148.58,7170.03,Yes,No,No,0,3.4,No
43674,41,71,Two year,DSL,Mailed check,19.91,1434.04,No,No,Yes,0,4.9,No
43675,55,57,Month-to-month,Fiber optic,Mailed check,127.32,7185.09,Yes,No,Yes,0,2.0,No
43676,45,5,One year,Fiber optic,Mailed check,121.19,621.6,No,No,Yes,3,3.0,No
43677,50,28,Month-to-month,DSL,Mailed check,40.47,996.68,No,Yes,Yes,1,3.2,Yes
43678,53,66,Month-to-month,DSL,Electronic check,48.24,3211.57,No,Yes,Yes,4,4.8,No
43679,68,35,One year,DSL,Electronic check,149.8,5182.4,No,Yes,No,2,3.0,Yes
43680,24,5,One year,No,Credit card,97.16,469.58,No,No,Yes,0,5.0,Yes
43681,40,0,Month-to-month,DSL,Mailed check,23.5,24.46,Yes,Yes,Yes,3,3.6,No
43682,71,28,Month-to-month,No,Bank transfer,15.73,333.86,Yes,No,Yes,3,3.1,No
43683,63,11,Month-to-month,Fiber optic,Mailed check,136.61,1501.18,Yes,Yes,No,2,1.2,No
43684,43,55,Month-to-month,DSL,Electronic check,54.46,3002.37,No,No,Yes,1,3.5,No
43685,31,5,Month-to-month,Fiber optic,Electronic check,81.09,425.34,Yes,No,Yes,5,4.4,No
43686,59,58,One year,Fiber optic,Bank transfer,56.02,3203.26,Yes,Yes,No,3,4.3,Yes
43687,45,51,Month-to-month,Fiber optic,Bank transfer,77.87,3917.26,Yes,Yes,No,1,2.3,Yes
43688,41,36,Month-to-month,DSL,Electronic check,89.01,3172.52,No,Yes,No,4,4.1,No
43689,24,70,One year,Fiber optic,Credit card,117.98,8207.07,No,Yes,No,1,4.4,No
43690,65,41,Month-to-month,Fiber optic,Electronic check,65.55,2745.16,No,No,No,1,4.9,No
43691,53,38,Two year,DSL,Bank transfer,105.08,3920.59,Yes,No,Yes,1,3.5,No
43692,56,38,Month-to-month,No,Credit card,41.53,1592.48,Yes,No,Yes,1,2.7,No
43693,32,54,Month-to-month,No,Electronic check,45.41,2447.11,No,Yes,Yes,0,2.2,No
43694,66,45,Month-to-month,DSL,Mailed check,116.18,5292.49,Yes,No,Yes,0,2.5,Yes
43695,20,67,Month-to-month,DSL,Bank transfer,149.65,10021.14,No,No,Yes,1,4.5,No
43696,65,52,Month-to-month,DSL,Electronic check,56.47,2944.41,No,No,Yes,1,3.3,No
43697,19,60,Month-to-month,Fiber optic,Credit card,48.48,2888.27,Yes,Yes,No,1,2.4,No
43698,24,9,One year,Fiber optic,Bank transfer,99.19,851.45,No,No,Yes,0,2.2,No
43699,74,6,One year,DSL,Bank transfer,99.63,578.95,No,Yes,Yes,0,1.0,Yes
43700,33,34,Two year,Fiber optic,Mailed check,134.39,4658.38,Yes,No,No,0,3.0,No
43701,38,68,Two year,Fiber optic,Bank transfer,47.48,3178.37,Yes,No,Yes,0,4.7,No
43702,26,6,One year,No,Credit card,113.06,731.73,No,No,No,2,3.7,Yes
43703,29,37,One year,DSL,Electronic check,63.36,2389.75,No,No,No,2,4.4,No
43704,46,7,Two year,No,Credit card,88.22,704.33,Yes,No,Yes,1,3.7,No
43705,41,42,Month-to-month,No,Credit card,63.5,2601.03,Yes,Yes,No,0,3.8,Yes
43706,50,41,Month-to-month,No,Electronic check,111.52,4595.01,Yes,No,Yes,0,3.6,No
43707,31,25,Month-to-month,Fiber optic,Mailed check,108.64,2682.58,No,No,Yes,0,3.0,No
43708,60,5,Month-to-month,Fiber optic,Electronic check,110.96,567.34,Yes,No,No,1,3.2,No
43709,35,57,One year,Fiber optic,Credit card,41.91,2358.57,Yes,Yes,Yes,2,4.7,No
43710,71,9,Month-to-month,DSL,Electronic check,59.75,545.53,Yes,Yes,Yes,1,5.0,No
43711,22,11,Month-to-month,DSL,Bank transfer,130.34,1443.17,No,No,Yes,1,3.9,Yes
43712,32,28,One year,Fiber optic,Bank transfer,51.76,1527.36,No,Yes,No,2,2.7,Yes
43713,24,20,Month-to-month,DSL,Mailed check,105.16,2147.57,No,Yes,Yes,0,2.5,Yes
43714,42,20,Two year,DSL,Electronic check,96.17,1960.05,Yes,No,Yes,2,4.5,No
43715,31,41,Month-to-month,Fiber optic,Mailed check,101.81,4174.9,No,Yes,No,0,4.4,No
43716,69,28,One year,No,Bank transfer,147.99,4118.83,Yes,Yes,Yes,4,5.0,No
43717,57,13,Two year,Fiber optic,Mailed check,95.06,1235.95,Yes,Yes,Yes,1,3.1,No
43718,53,24,Two year,DSL,Bank transfer,128.39,3114.98,No,Yes,No,2,5.0,No
43719,52,38,One year,Fiber optic,Mailed check,105.22,4028.93,No,Yes,No,0,3.2,Yes
43720,61,58,Month-to-month,No,Electronic check,54.1,3170.01,Yes,No,Yes,0,2.7,Yes
43721,67,71,Month-to-month,Fiber optic,Mailed check,31.0,2245.79,No,No,Yes,0,1.2,No
43722,41,61,Two year,DSL,Mailed check,61.85,3694.23,No,Yes,Yes,2,3.3,No
43723,32,26,Two year,DSL,Credit card,15.78,266.12,Yes,Yes,Yes,1,2.7,No
43724,28,4,One year,DSL,Credit card,113.03,462.26,No,Yes,No,3,5.0,No
43725,41,3,Two year,DSL,Bank transfer,26.53,142.75,No,No,Yes,1,1.3,Yes
43726,28,51,Month-to-month,DSL,Credit card,115.3,5992.19,No,No,Yes,1,3.9,No
43727,61,5,Month-to-month,Fiber optic,Credit card,110.21,550.69,No,No,No,1,3.4,No
43728,68,28,Month-to-month,DSL,Mailed check,71.48,2015.94,No,Yes,No,0,2.9,No
43729,34,54,Month-to-month,DSL,Credit card,149.73,8109.98,No,No,No,3,2.2,Yes
43730,23,66,One year,DSL,Credit card,50.76,3333.66,Yes,No,Yes,2,2.5,No
43731,38,35,Month-to-month,Fiber optic,Bank transfer,142.84,5019.97,No,Yes,Yes,1,3.3,No
43732,25,16,Month-to-month,Fiber optic,Bank transfer,83.75,1387.21,No,No,No,0,3.6,No
43733,32,36,One year,No,Credit card,121.73,4367.49,Yes,No,Yes,1,3.0,No
43734,71,48,One year,Fiber optic,Electronic check,68.05,3322.63,No,No,Yes,0,1.9,No
43735,69,63,Month-to-month,Fiber optic,Bank transfer,19.06,1176.78,No,No,No,3,4.5,No
43736,49,56,Month-to-month,DSL,Mailed check,146.2,8287.2,Yes,Yes,Yes,0,2.6,No
43737,27,20,One year,Fiber optic,Bank transfer,43.66,820.74,Yes,No,Yes,3,3.9,Yes
43738,45,65,One year,DSL,Electronic check,75.78,4991.01,No,Yes,Yes,1,2.9,No
43739,32,10,Month-to-month,Fiber optic,Credit card,143.14,1374.81,No,No,Yes,2,4.1,No
43740,29,16,One year,Fiber optic,Credit card,83.45,1303.44,No,No,Yes,4,4.5,No
43741,60,60,Two year,No,Credit card,132.26,7825.58,Yes,No,No,1,2.8,No
43742,35,28,Two year,DSL,Credit card,59.6,1695.48,No,No,Yes,3,1.6,Yes
43743,73,20,One year,No,Mailed check,127.3,2497.63,Yes,No,Yes,3,2.8,Yes
43744,54,68,Month-to-month,Fiber optic,Mailed check,143.05,9828.33,No,No,Yes,1,3.6,No
43745,61,50,Month-to-month,DSL,Mailed check,87.07,4370.07,Yes,No,Yes,2,1.0,No
43746,41,27,Two year,Fiber optic,Credit card,135.26,3788.39,No,No,No,3,3.3,No
43747,54,14,Month-to-month,Fiber optic,Electronic check,63.31,827.69,No,Yes,Yes,2,2.8,No
43748,71,3,Two year,No,Electronic check,131.74,391.62,No,Yes,Yes,2,1.8,Yes
43749,46,37,Month-to-month,Fiber optic,Mailed check,51.47,1974.23,No,No,Yes,0,1.0,No
43750,27,66,Month-to-month,No,Mailed check,59.31,3941.7,No,No,Yes,2,4.0,No
43751,31,28,Month-to-month,DSL,Credit card,47.41,1299.45,No,No,Yes,1,4.5,Yes
43752,33,10,Month-to-month,No,Electronic check,98.27,1059.25,Yes,No,Yes,1,4.9,No
43753,54,50,Two year,Fiber optic,Mailed check,111.95,5698.73,Yes,No,Yes,1,3.0,No
43754,28,35,Month-to-month,No,Credit card,91.06,3132.86,No,No,Yes,2,4.6,No
43755,68,56,Month-to-month,DSL,Bank transfer,19.7,1068.08,Yes,No,No,3,2.8,Yes
43756,43,4,Month-to-month,Fiber optic,Credit card,138.31,539.88,Yes,No,No,2,4.3,Yes
43757,57,15,Two year,DSL,Mailed check,135.42,2084.42,No,No,No,1,3.2,Yes
43758,36,24,Month-to-month,Fiber optic,Electronic check,71.37,1752.39,Yes,No,No,1,2.5,No
43759,69,29,Month-to-month,Fiber optic,Electronic check,85.58,2476.98,No,Yes,Yes,2,1.2,No
43760,71,50,Month-to-month,DSL,Mailed check,47.7,2306.77,No,Yes,Yes,0,3.8,No
43761,35,2,One year,Fiber optic,Bank transfer,78.04,97.36,No,No,No,3,2.9,No
43762,47,36,Month-to-month,No,Mailed check,108.01,3875.88,No,No,Yes,1,1.0,No
43763,49,70,Month-to-month,No,Bank transfer,94.82,6652.37,No,No,Yes,4,5.0,No
43764,40,2,One year,Fiber optic,Bank transfer,137.69,268.25,No,No,Yes,3,5.0,Yes
43765,70,57,Month-to-month,Fiber optic,Electronic check,16.08,899.43,No,No,Yes,2,3.5,Yes
43766,29,71,Two year,No,Bank transfer,147.02,10470.5,Yes,Yes,Yes,0,4.1,No
43767,30,20,Month-to-month,No,Bank transfer,93.71,1867.39,Yes,Yes,Yes,2,2.2,Yes
43768,38,17,Month-to-month,DSL,Mailed check,63.03,1041.62,No,Yes,No,2,4.6,No
43769,38,57,Month-to-month,Fiber optic,Mailed check,24.67,1400.62,No,No,No,0,5.0,Yes
43770,46,9,Month-to-month,No,Bank transfer,145.64,1352.01,No,No,No,0,4.2,Yes
43771,46,19,One year,Fiber optic,Mailed check,129.76,2480.51,Yes,No,No,1,1.6,No
43772,67,39,One year,DSL,Mailed check,84.7,3317.11,Yes,No,Yes,3,1.7,No
43773,44,28,Month-to-month,DSL,Mailed check,116.37,3348.53,Yes,Yes,Yes,1,4.9,No
43774,46,35,Month-to-month,Fiber optic,Credit card,137.73,4754.01,Yes,No,Yes,0,3.0,No
43775,32,31,Month-to-month,Fiber optic,Bank transfer,89.14,2739.13,No,No,Yes,1,1.0,No
43776,64,69,Month-to-month,No,Credit card,74.5,5226.37,Yes,No,Yes,2,3.0,No
43777,29,18,One year,DSL,Mailed check,24.16,351.65,No,No,Yes,3,3.8,No
43778,58,67,Two year,Fiber optic,Electronic check,115.52,7702.71,Yes,No,Yes,3,2.7,No
43779,36,69,Month-to-month,Fiber optic,Bank transfer,103.46,7151.52,No,No,Yes,1,3.9,Yes
43780,29,11,Month-to-month,DSL,Bank transfer,108.41,1190.04,No,Yes,Yes,0,3.6,Yes
43781,40,36,Month-to-month,DSL,Electronic check,95.52,3425.46,Yes,Yes,Yes,1,4.8,No
43782,22,45,Two year,No,Bank transfer,66.28,2954.93,No,No,Yes,3,2.8,No
43783,43,30,Month-to-month,No,Electronic check,129.9,3932.76,No,No,No,2,2.9,No
43784,70,16,Month-to-month,Fiber optic,Bank transfer,109.24,1768.65,No,No,No,0,1.0,No
43785,69,3,Month-to-month,No,Mailed check,67.41,163.74,No,Yes,Yes,0,2.7,Yes
43786,27,14,Month-to-month,DSL,Mailed check,122.09,1781.66,Yes,Yes,Yes,1,3.4,No
43787,39,44,Month-to-month,Fiber optic,Bank transfer,147.62,6455.8,No,No,Yes,0,2.7,No
43788,56,11,Month-to-month,No,Electronic check,70.22,882.94,No,No,No,2,3.3,No
43789,40,5,Month-to-month,DSL,Bank transfer,149.35,677.15,No,Yes,Yes,1,2.8,No
43790,28,21,Month-to-month,No,Credit card,107.64,2355.97,No,No,Yes,0,3.1,Yes
43791,45,61,Month-to-month,DSL,Bank transfer,66.74,4095.47,Yes,No,No,2,3.4,No
43792,48,40,One year,Fiber optic,Mailed check,107.49,4362.61,Yes,No,Yes,4,3.2,No
43793,25,15,One year,No,Mailed check,61.51,969.01,No,No,Yes,1,1.6,No
